"X_id","uuid","start","end","start.geopoint","today","phonenumber","id_encuestador","ubicacion","a0","encuesta_id","a1","a2","a3","a5","a6","b1","b2","b3","b4","b5","b6","b7","total_edad","total_adultos","seccionH_count","e_a1","e_a2","e_a3","e_a4","total_alimentacion","gasto_alimentacion","e_b1","e_b2","e_b3","total_bebidas","gasto_bebidas","e_t1","e_t2","e_t3","e_t4","total_transporte","gasto_transporte","e_v1","e_v3","e_v4","e_v5","e_v6","e_v7","e_v8","e_v9","e_v10","e_v11","e_v12","e_v13","e_v14","e_v15","e_v16","e_v17","e_v18","total_vivienda","gasto_vivienda","e_s1","e_s2","e_s3","e_e1","e_o1","e_o2","e_o3","e_o4","e_o5","total_gastos_mensuales","gasto_mensuales","e_ah1","e_d1","e_r1","e_r1_1","e_r1_2","e_r1_3","e_r1_4","e_reg1","g1","h1","h4","X__version__","instanceID","X_xform_id_string","X_uuid","X_attachments","X_status","X_geolocation","X_submission_time","X_tags","X_notes","X_submitted_by","h2","h3","e_v2","a4","id_persona","c1","c2","c3","c5","c6","c7","c7_1","c8","c9","d1","d2","d3","d4","d5","d6","ind1","ind2","ind3","ind4","ind5","ind6","dep1","dep2","dep3","dep4","dep4_1","dep5","d3e","dep1e","ind2e","dep2e","c4","dep4e","e_r1_2e","g1e","condicion","ale_missing_b1","ale_missing_b2","ale_missing_b3","ale_missing_b4","ale_missing_b5","ale_missing_b6","ale_missing_b7","ale_missing_c1","ale_missing_c2","ale_missing_c3","ale_missing_c5","ale_missing_c6","ale_missing_d1","ale_missing_e_a1","ale_missing_e_a2","ale_missing_e_a3","ale_missing_e_a4","ale_missing_gasto_alimentacion","ale_missing_e_b1","ale_missing_e_b2","ale_missing_e_b3","ale_missing_gasto_bebidas","ale_missing_e_t1","ale_missing_e_t2","ale_missing_e_t3","ale_missing_gasto_transporte","ale_missing_e_v1","ale_missing_e_v2","ale_missing_e_v3","ale_missing_e_v4","ale_missing_e_v5","ale_missing_e_v6","ale_missing_e_v7","ale_missing_e_v8","ale_missing_e_v9","ale_missing_e_v10","ale_missing_e_v11","ale_missing_e_v12","ale_missing_e_v13","ale_missing_e_v14","ale_missing_e_v15","ale_missing_e_v16","ale_missing_e_v17","ale_missing_e_v18","ale_missing_gasto_vivienda","ale_missing_e_s1","ale_missing_e_s2","ale_missing_e_s3","ale_missing_e_e1","ale_missing_e_o1","ale_missing_e_o2","ale_missing_e_o3","ale_missing_e_o4","ale_missing_e_o5","ale_missing_gasto_mensuales","ale_missing_e_ah1","ale_missing_e_d1","ale_missing_e_r1","ale_missing_e_reg1","ale_missing_g1","ale_missing_c4","ale_missing_c7","ale_missing_c7_1","ale_missing_c8","ale_missing_c9","ale_missing_d2","ale_missing_d3","ale_missing_d3e","ale_missing_d4","ale_missing_d5","ale_missing_d6","ale_missing_ind1","ale_missing_ind2","ale_missing_ind2e","ale_missing_ind3","ale_missing_ind4","ale_missing_ind5","ale_missing_ind6","ale_missing_dep1","ale_missing_dep1e","ale_missing_dep2","ale_missing_dep2e","ale_missing_dep3","ale_missing_dep4","ale_missing_dep4e","ale_missing_dep4_1","ale_missing_dep5","ale_missing_e_t4","ale_missing_e_r1_1","ale_missing_e_r1_2","ale_missing_e_r1_2e","ale_missing_e_r1_3","ale_missing_e_r1_4","ale_missing_g1e","ale_missing_tot","ale_outlier_b1","ale_outlier_b2","ale_outlier_b3","ale_outlier_b4","ale_outlier_b5","ale_outlier_b6","ale_outlier_b7","ale_outlier_c2","ale_outlier_d4","ale_outlier_ind4","ale_outlier_ind5","ale_outlier_dep3","ale_outlier_dep4_1","ale_outlier_e_a1","ale_outlier_e_a2","ale_outlier_e_a3","ale_outlier_e_a4","ale_outlier_e_b1","ale_outlier_e_b2","ale_outlier_e_b3","ale_outlier_e_t1","ale_outlier_e_t2","ale_outlier_e_t4","ale_outlier_e_v2","ale_outlier_e_v3","ale_outlier_e_v12","ale_outlier_e_v14","ale_outlier_e_v15","ale_outlier_e_v16","ale_outlier_e_v17","ale_outlier_e_v18","ale_outlier_e_s1","ale_outlier_e_s2","ale_outlier_e_s3","ale_outlier_e_e1","ale_outlier_e_o1","ale_outlier_e_o2","ale_outlier_e_o3","ale_outlier_e_o4","ale_outlier_e_o5","ale_outlier_e_ah1","ale_outlier_e_d1","ale_outlier_e_r1_4","ale_outlier_e_reg1","ale_outlier_tot","ale_no_respuesta_d4","ale_no_respuesta_ind4","ale_no_respuesta_ind5","ale_no_respuesta_dep3","ale_no_respuesta_dep4_1","ale_no_respuesta_e_a1","ale_no_respuesta_e_a2","ale_no_respuesta_e_a3","ale_no_respuesta_e_a4","ale_no_respuesta_e_b1","ale_no_respuesta_e_b2","ale_no_respuesta_e_b3","ale_no_respuesta_e_t1","ale_no_respuesta_e_t2","ale_no_respuesta_e_t4","ale_no_respuesta_e_v2","ale_no_respuesta_e_v3","ale_no_respuesta_e_v12","ale_no_respuesta_e_v14","ale_no_respuesta_e_v15","ale_no_respuesta_e_v16","ale_no_respuesta_e_v17","ale_no_respuesta_e_v18","ale_no_respuesta_e_s1","ale_no_respuesta_e_s2","ale_no_respuesta_e_s3","ale_no_respuesta_e_e1","ale_no_respuesta_e_o1","ale_no_respuesta_e_o2","ale_no_respuesta_e_o3","ale_no_respuesta_e_o4","ale_no_respuesta_e_o5","ale_no_respuesta_e_ah1","ale_no_respuesta_e_d1","ale_no_respuesta_e_r1_4","ale_no_respuesta_e_reg1","ale_no_respuesta_tot","difference_min","duration_minutes","ale_incong_flag_duration_mas","ale_incong_flag_duration_menos","ale_incong_hogar","ale_incong_jefe","trabajan_ind","ale_incong_trabajo","adulto","adultos_reportados","ale_incong_adulto","ale_incongruencias_tot","alerta_general"
657238749,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:04:29.499,2025-04-14 10:42:02.474,"-2.902142 -79.002725 2555.000244140625 12.973999977111816","2025-04-13","phonenumber not found","1","-2.902142 -79.002711 2555.000244140625 13.819000244140625","2","1-103502","1","1","1","4","1",5,0,1,1,2,1,2,"5",4,"4",100,200,500,500,"1300","1",0,50,100,"150","1",100,100,"4",NA,"200","1","4",350,"1","1","2","1","1","1","1","1",3,"2 4 5 6 7 8",100,40,27,0,0,"517","1",1,1,1,300,100,20,0,300,0,"NaN","1",150,0,"2",NA,NA,NA,NA,2500,"1 2 4 5","2","1","v2UtqwQK75VACsoYkgYjZu","uuid:e632ea95-3814-459d-8bd9-d93a901f9ed1","apTvGCaDwt2EKosqmDhXFG","e632ea95-3814-459d-8bd9-d93a901f9ed1","","submitted_via_web","-2.902142, -79.002725","2025-04-14T15:42:03","","",NA,"983406346","983406346",NA,NA,"persona_4","1",18,"1","3","2",NA,NA,"2","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5495833317439,38,0,0,0,0,2,0,1,4,0,0,1
657240077,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 09:21:30.938,2025-04-14 10:47:23.174,"-0.960029 -80.716266 25.5 87.06219482421875","2025-04-13","phonenumber not found","13","-0.960037 -80.716294 25.5 100","10","13-103256","1","1","1","3","1",6,2,1,1,2,0,2,"6",3,"3",40,70,25,20,"155","1",22,0,18,"40","1",33,36,"4",NA,"69","1","4",250,"3","2","4","1","1","1","1","1",4,"2 4 6 7",50,40,23,0,0,"363","1",0,0,0,40,25,0,0,30,9999,"NaN","1",30,0,"2",NA,NA,NA,NA,0,"1",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:c399b451-a169-444f-8d62-61f97fe34365","apTvGCaDwt2EKosqmDhXFG","c399b451-a169-444f-8d62-61f97fe34365","","submitted_via_web","-0.960029, -80.716266","2025-04-14T15:47:26","","",NA,NA,NA,NA,NA,"persona_1","2",32,"1","2","3",NA,NA,"3 10","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,85.8706000010173,86,0,0,0,0,2,0,1,3,0,0,1
657240077,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 09:21:30.938,2025-04-14 10:47:23.174,"-0.960029 -80.716266 25.5 87.06219482421875","2025-04-13","phonenumber not found","13","-0.960037 -80.716294 25.5 100","10","13-103256","1","1","1","3","1",6,2,1,1,2,0,2,"6",3,"3",40,70,25,20,"155","1",22,0,18,"40","1",33,36,"4",NA,"69","1","4",250,"3","2","4","1","1","1","1","1",4,"2 4 6 7",50,40,23,0,0,"363","1",0,0,0,40,25,0,0,30,9999,"NaN","1",30,0,"2",NA,NA,NA,NA,0,"1",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:c399b451-a169-444f-8d62-61f97fe34365","apTvGCaDwt2EKosqmDhXFG","c399b451-a169-444f-8d62-61f97fe34365","","submitted_via_web","-0.960029, -80.716266","2025-04-14T15:47:26","","",NA,NA,NA,NA,NA,"persona_2","1",38,"1","1","3",NA,NA,"3 10","4","1","6","6",48,NA,"8","2023-03-27","5","2",680,115,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,85.8706000010173,86,0,0,0,0,2,0,1,3,0,0,1
657240077,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 09:21:30.938,2025-04-14 10:47:23.174,"-0.960029 -80.716266 25.5 87.06219482421875","2025-04-13","phonenumber not found","13","-0.960037 -80.716294 25.5 100","10","13-103256","1","1","1","3","1",6,2,1,1,2,0,2,"6",3,"3",40,70,25,20,"155","1",22,0,18,"40","1",33,36,"4",NA,"69","1","4",250,"3","2","4","1","1","1","1","1",4,"2 4 6 7",50,40,23,0,0,"363","1",0,0,0,40,25,0,0,30,9999,"NaN","1",30,0,"2",NA,NA,NA,NA,0,"1",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:c399b451-a169-444f-8d62-61f97fe34365","apTvGCaDwt2EKosqmDhXFG","c399b451-a169-444f-8d62-61f97fe34365","","submitted_via_web","-0.960029, -80.716266","2025-04-14T15:47:26","","",NA,NA,NA,NA,NA,"persona_3","1",25,"1","8","2",NA,NA,"4","4","1","3","6",48,NA,"8",NA,NA,NA,NA,NA,NA,"88","9",380,"9",NA,"4",NA,"Oficial de construcción",NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,85.8706000010173,86,0,0,0,0,2,0,1,3,0,0,1
657240982,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:21:32.993,2025-04-14 10:50:44.456,"-0.18172 -78.480375 2781.6196447210386 14.241009740446128","2025-04-13","phonenumber not found","19","-0.181738 -78.480386 2781.583396155387 14.243653775066363","14","19-102342","1","1","1","4","1",2,0,0,0,2,0,1,"2",2,"2",100,100,70,60,"330","1",20,30,10,"60","1",20,30,"4",NA,"50","1","4",400,"1","1","2","1","1","1","2","3",4,"2 3 4 5 6 7 8 9",20,9999,40,10,0,"470","1",30,9999,200,9999,9999,0,200,9999,9999,"NaN","1",100,9999,"2",NA,NA,NA,NA,80,"1 4 5",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:f2f35627-0e5c-40d4-94ad-9926bd960eed","apTvGCaDwt2EKosqmDhXFG","f2f35627-0e5c-40d4-94ad-9926bd960eed","","submitted_via_web","-0.18172, -78.480375","2025-04-14T15:50:45","","",NA,NA,NA,NA,NA,"persona_1","1",39,"1","1","5","2","2","1 5 10","4","1","1","88",40,"2","1",NA,NA,NA,NA,NA,NA,"88","2",2400,"5 8",800,"1","Worl es una empresa dedicada a construir el sistema de identidad digital y moneda digital","Encargado de operaciones",NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,7,29.1910499970118,29,0,0,0,0,2,0,1,2,0,0,1
657240982,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:21:32.993,2025-04-14 10:50:44.456,"-0.18172 -78.480375 2781.6196447210386 14.241009740446128","2025-04-13","phonenumber not found","19","-0.181738 -78.480386 2781.583396155387 14.243653775066363","14","19-102342","1","1","1","4","1",2,0,0,0,2,0,1,"2",2,"2",100,100,70,60,"330","1",20,30,10,"60","1",20,30,"4",NA,"50","1","4",400,"1","1","2","1","1","1","2","3",4,"2 3 4 5 6 7 8 9",20,9999,40,10,0,"470","1",30,9999,200,9999,9999,0,200,9999,9999,"NaN","1",100,9999,"2",NA,NA,NA,NA,80,"1 4 5",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:f2f35627-0e5c-40d4-94ad-9926bd960eed","apTvGCaDwt2EKosqmDhXFG","f2f35627-0e5c-40d4-94ad-9926bd960eed","","submitted_via_web","-0.18172, -78.480375","2025-04-14T15:50:45","","",NA,NA,NA,NA,NA,"persona_2","2",38,"2","2","8","3","1",NA,NA,"1","1","15",40,"1","1",NA,NA,NA,NA,NA,NA,"88","2",12000,"3 5 8",9999,"1",NA,"Abogada",NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,8,29.1910499970118,29,0,0,0,0,2,0,1,2,0,0,1
657245822,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:53:09.205,2025-04-14 11:11:22.729,"0.34869 -78.124436 2237.800048828125 21.5310001373291","2025-04-13","phonenumber not found","09","0.348579 -78.124444 2237.800048828125 32.45600128173828","15","09-105502","1","1","1","4","1",7,4,1,0,2,0,2,"7",2,"2",200,100,0,25,"325","1",5,0,30,"35","1",0,21,"4",NA,"NaN","1","4",150,"1","2","2","1","1","1","1","1",4,"2 4 6 7",57,10,22,0,3,"242","1",10,0,0,400,30,0,50,70,0,"NaN","1",90,25,"1","1","7","3",30,60,"12","1","1","vdpEhvMycVk9tHvRpaMkz5","uuid:39b6ce9b-3b02-4d46-83f3-875bbcffeee5","apTvGCaDwt2EKosqmDhXFG","39b6ce9b-3b02-4d46-83f3-875bbcffeee5","","submitted_via_web","0.34869, -78.124436","2025-04-14T16:11:25","","",NA,"995383221","995383221",NA,NA,"persona_1","1",35,"1","1","3",NA,NA,"2","4","1","6","19",90,NA,"8","2023-12-21","5","1",500,300,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2254000027974,18,0,0,0,0,2,0,1,2,0,0,1
657245822,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:53:09.205,2025-04-14 11:11:22.729,"0.34869 -78.124436 2237.800048828125 21.5310001373291","2025-04-13","phonenumber not found","09","0.348579 -78.124444 2237.800048828125 32.45600128173828","15","09-105502","1","1","1","4","1",7,4,1,0,2,0,2,"7",2,"2",200,100,0,25,"325","1",5,0,30,"35","1",0,21,"4",NA,"NaN","1","4",150,"1","2","2","1","1","1","1","1",4,"2 4 6 7",57,10,22,0,3,"242","1",10,0,0,400,30,0,50,70,0,"NaN","1",90,25,"1","1","7","3",30,60,"12","1","1","vdpEhvMycVk9tHvRpaMkz5","uuid:39b6ce9b-3b02-4d46-83f3-875bbcffeee5","apTvGCaDwt2EKosqmDhXFG","39b6ce9b-3b02-4d46-83f3-875bbcffeee5","","submitted_via_web","0.34869, -78.124436","2025-04-14T16:11:25","","",NA,"995383221","995383221",NA,NA,"persona_2","2",40,"1","2","3",NA,NA,"3","4","1","6","19",40,NA,"8","2023-09-20","5","1",200,120,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2254000027974,18,0,0,0,0,2,0,1,2,0,0,1
657246202,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:37:41.871,2025-04-14 11:12:19.077,"-0.996882 -80.760795 49.29999923706055 30.503999710083008","2025-04-13","phonenumber not found","15","-0.997042 -80.760654 49.29999923706055 21.74799919128418","10","15-104009","1","1","1","4","1",3,1,0,0,2,0,2,"3",2,"2",30,30,9999,9999,"60","1",16,0,5,"21","1",15,32,"4",NA,"47","1","4",40,"3","7","7","1","1","1","1","1",1,"2 4 6 7",18,4,13,0,0,"75","1",30,0,0,45,10,0,0,30,30,"NaN","1",5,0,"1","1","3","2",15,0,"1",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:175143f1-f4ef-4080-a79f-a6a4a9f204bc","apTvGCaDwt2EKosqmDhXFG","175143f1-f4ef-4080-a79f-a6a4a9f204bc","","submitted_via_web","-0.996882, -80.760795","2025-04-14T16:12:44","","",NA,NA,NA,NA,NA,"persona_1","88",31,"1","2","3",NA,NA,"5","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.6201000014941,35,0,0,0,0,1,1,1,2,0,1,1
657246202,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:37:41.871,2025-04-14 11:12:19.077,"-0.996882 -80.760795 49.29999923706055 30.503999710083008","2025-04-13","phonenumber not found","15","-0.997042 -80.760654 49.29999923706055 21.74799919128418","10","15-104009","1","1","1","4","1",3,1,0,0,2,0,2,"3",2,"2",30,30,9999,9999,"60","1",16,0,5,"21","1",15,32,"4",NA,"47","1","4",40,"3","7","7","1","1","1","1","1",1,"2 4 6 7",18,4,13,0,0,"75","1",30,0,0,45,10,0,0,30,30,"NaN","1",5,0,"1","1","3","2",15,0,"1",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:175143f1-f4ef-4080-a79f-a6a4a9f204bc","apTvGCaDwt2EKosqmDhXFG","175143f1-f4ef-4080-a79f-a6a4a9f204bc","","submitted_via_web","-0.996882, -80.760795","2025-04-14T16:12:44","","",NA,NA,NA,NA,NA,"persona_2","1",35,"1","1","1",NA,NA,"3","4","1","1","6",8,NA,"8",NA,NA,NA,NA,NA,NA,"88","9",1200,"8",100,"4",NA,"ayudante de albañil",NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.6201000014941,35,0,0,0,0,1,1,1,2,0,1,1
657247126,"6e6d73b40f8444388109c7a5263cef17",2025-04-14 10:51:08.043,2025-04-14 11:16:11.659,NA,"2025-04-13","phonenumber not found","16","-0.170082 -78.47964 2808.300048828125 1.4830000400543213","14","16-105359","1","1","1","4","1",2,0,0,0,0,2,2,"2",2,"2",30,40,0,10,"80","1",4,0,2,"6","1",0,0,"3",NA,"0","1","4",265,"1","2","1","1","1","1","1","1",4,"2 3 4 6 7 9",15,8,5,20,0,"313","1",0,0,0,0,6,0,6,25,0,"NaN","1",0,0,"2",NA,NA,NA,NA,400,"1 4",NA,NA,"v2UtqwQK75VACsoYkgYjZu","uuid:7b3e5c60-8afe-427f-92de-25a8fe8feea9","apTvGCaDwt2EKosqmDhXFG","7b3e5c60-8afe-427f-92de-25a8fe8feea9","","submitted_via_web","-0.170082, -78.47964","2025-04-14T16:16:13","","",NA,NA,NA,NA,NA,"persona_1","1",65,"1","1","5","2","2","5","4","1","6","88",40,"2","8","2018-10-19","5","1",2500,4500,"4",NA,NA,NA,NA,NA,NA,"Comercio",NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0602666656176,25,0,0,0,0,1,1,1,2,0,1,1
